common,latin,final.year,source,journal.pub.year,pub.title
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Copeia,1980,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Current biology,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Endangered species research,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Marine biology,2010,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental biology,2004,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Endangered species research,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Biological conservation,2006,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental zoology,1994,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of comparative and physiological psychology,1947,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of thermal biology,1997,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Endangered species research,2009,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Japanese journal of herpetology,1987,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Journal of experimental marine biology and ecology,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Sea Turtle,Caretta caretta,2010,Ecological applications,2008,"COSEWIC assessment and status report on the Loggerhead sea turtle, Caretta caretta, in Canada .: CW69-14/485-2010E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The auk,2007,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Bioscience,1994,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,2004,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The southwestern naturalist,1975,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,"Agriculture, ecosystems & environment",1996,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The journal of wildlife management,1993,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,1951,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Journal of ornithology,2009,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Proceedings of the royal society of london. Series b: biological sciences,1997,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Environmental monitoring and assessment,2010,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Journal of raptor research,2007,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,American midland naturalist,1990,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Conservation genetics resources,2012,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The southwestern naturalist,2003,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Wildlife society bulletin,2004,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Behaviour,1972,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Landscape ecology,2010,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Biodiversity and conservation,2005,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Biological conservation,2010,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Biological conservation,2003,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Canadian journal of zoology,2001,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The auk,1996,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Conservation biology,1997,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,2006,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,1987,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,"Environmental pollution series a, ecological and biological",1981,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,2004,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,2002,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Diversity and distributions,2007,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Conservation biology,1994,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The condor,1993,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Conservation genetics,2011,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The wilson bulletin,2001,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The wilson bulletin,2001,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,The canadian field-naturalist,2008,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
Loggerhead Shrike,Lanius ludovicianus,2014,Oecologia,1997,"COSEWIC assessment and status report on the Loggerhead Shrike, Lanius ludovicianus, Prairie subspecies - Lanius ludovicianus excubitorides, Eastern subspecies - Lanius ludovicianus ssp., in Canada .: CW69-14/390-2014E-PDF Publications - Canada.ca"
