common,latin,final.year,source,journal.pub.year,pub.title
Caribou,Rangifer tarandus,2017,Ecology and Evolution,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1989,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1992,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Population Ecology,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Condor,2006,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2002,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Molecular Phylogenetics and Evolution,2006,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Trends in Ecology & Evolution,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1986,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1986,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Cumulative Effects in Wildlife Management,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Comparative Pathology,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The American Naturalist,1992,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecology and Society,2014,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Oikos,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Landscape Ecology,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,BioScience,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Oikos,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Parasitology,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1992,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Advances in Parasitology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Wildlife Biology,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Polar Research,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,�coscience,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,2016,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Mammalogy,2002,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1988,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Mammalogy,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Remote Sensing of Environment,2007,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecology,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Ecology,1996,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2016,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Veterinary Parasitology,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1985,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecological Applications,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecology Letters,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Mammalogy,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Remote Sensing of Environment,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1996,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2003,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1993,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1993,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Animal Ecology,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,1998,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Biometrics,1998,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Parasitology,2003,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Biological Conservation,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1990,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1982,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1986,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Remote Sensing of Environment,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,1999,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2002,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Climate Research,2006,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Molecular Ecology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecological Applications,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Animal Ecology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Oecologia,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,"Arctic, Antarctic, and Alpine Research",2006,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Ecology,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Environmental Research Letters,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Trends in Ecology & Evolution,1998,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Letters in Applied Microbiology,1993,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Science of The Total Environment,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecology and Society,2016,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Conservation Biology,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Annual Review of Ecology and Systematics,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Wildlife Diseases,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Environmental Research Letters,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Atlantic Walrus Odobenus Rosmarus Rosmarus High Arctic Population,Central-Low Arctic population,2017,Traffic,2014,"COSEWIC assessment and status report on the Atlantic walrus Odobenus rosmarus rosmarus High Arctic population, Central-Low Arctic population, Nova Scotia-Newfoundland-Gulf of St. Lawrence population in Canada. Committee on the Status of Endangered Wildlife in Canada."
Atlantic Walrus Odobenus Rosmarus Rosmarus High Arctic Population,Central-Low Arctic population,2017,Food and Agriculture Organization of the United Nations,2014,"COSEWIC assessment and status report on the Atlantic walrus Odobenus rosmarus rosmarus High Arctic population, Central-Low Arctic population, Nova Scotia-Newfoundland-Gulf of St. Lawrence population in Canada. Committee on the Status of Endangered Wildlife in Canada."
