Citing document Overton id,Source of citing document,Source sector of citing document,Source organisation type of citing document,Source function of citing document,Source country of citing document,Published on date of citing document,Title of citing document,Type of citation,Cited identifier,Cited title,Cited source or journal,Cited source sector,Cited source organisation type,Cited source function,Cited source country,Cited published on date
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1111/fog.12190,Effects of the North Pacific Current on the productivity of 163 Pacific salmon stocks,Fisheries Oceanography,,,,,2017-05-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1139/f10-105,"Evidence of farm-induced parasite infestations on wild juvenile salmon in multiple regions of coastal British Columbia, Canada",Canadian Journal of Fisheries and Aquatic Sciences,,,,,2010-12-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1577/t08-211.1,Seasonal Stock-Specific Migrations of Juvenile Sockeye Salmon along the West Coast of North America: Implications for Growth,Transactions of the American Fisheries Society,,,,,2009-11-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1007/s10533-006-9001-2,A review of anthropogenic sources of nitrogen and their effects on Canadian aquatic ecosystems,Biogeochemistry,,,,,2006-07-11
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1111/j.1558-5646.1996.tb02367.x,EVIDENCE FOR SYMPATRIC GENETIC DIVERGENCE OF ANADROMOUS AND NONANADROMOUS MORPHS OF SOCKEYE SALMON (ONCORHYNCHUS NERKA ),Evolution,,,,,1996-06-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1577/1548-8446(2004)29[22:amtahe]2.0.co;2,"Abnormal Migration Timing and High en route Mortality of Sockeye Salmon in the Fraser River, British Columbia",Fisheries,,,,,2004-02-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1139/f68-032,"Distribution and Nomenclature of North American Kokanee, Oncorhynchus nerka",Journal of the Fisheries Research Board of Canada,,,,,1968-02-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1577/t04-001.1,Stock Identification of Fraser River Sockeye Salmon Using Microsatellites and Major Histocompatibility Complex Variation,Transactions of the American Fisheries Society,,,,,2004-09-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1139/f2011-164,"Salmon farms as a source of sea lice on juvenile wild salmon; reply to the comment by Jones and Beamish1Comment appears in Can. J. Fish. Aquat. Sci. 69, this issue.",Canadian Journal of Fisheries and Aquatic Sciences,,,,,2012-01-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1111/fog.12063,Oceanic and atmospheric extremes motivate a new hypothesis for variable marine survival of Fraser River sockeye salmon,Fisheries Oceanography,,,,,2014-07-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1111/j.1365-2486.2010.02241.x,Effects of river temperature and climate warming on stock-specific survival of adult migrating Fraser River sockeye salmon (Oncorhynchus nerka),Global Change Biology,,,,,2011-01-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1139/f96-310,Production of Fraser River sockeye salmon (Oncorhynchus nerka) in relation to decadal-scale changes in the climate and the ocean,Canadian Journal of Fisheries and Aquatic Sciences,,,,,1997-03-01
governmentofcanada-2ca4f140cc123a1b4e67d5f69440e503,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the sockeye salmon, Oncorhynchus nerka, 24 designatable units in the Fraser River drainage basin, in Canada .",scholarly,10.1111/j.1365-2761.2010.01178.x,"Infection of gill and kidney of Fraser River sockeye salmon, Oncorhynchus nerka (Walbaum), by Parvicapsula minibicornis and its effect on host physiology",Journal of Fish Diseases,,,,,2010-07-07
